AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,parkmain,pimg,pu,punit,r,reid,s,sq,t,town,tp,tunit,type,unit,v
,乙種建築用地,汐止區翠峰街００２７號１３樓之８#汐止區翠峰街２７號１３樓之８,住宅大樓(11層含以上有電梯),,75.59%,F,,,114/02/17,有,,十三層/十四層,,42,43,2,1,0,25.076365481409248,121.64247342780551,有,,總價/總面積,陽台外推;,"239,795",N,bt_05.png,住家用,1,81,,11.89,QavHiYavZjvqVr/FzO2c+hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"2,850,000",1,Biz,2,1房1衛
住,,汐止區樟樹二路０２７０號３樓#汐止區樟樹二路２７０號３樓,華廈(10層含以下有電梯),新城華府,69.63%,F,tFyEWe89ZOXqJWfV0+svbBvQss5zmvokDklTVTp7Ke8=,,114/02/20,有,,三層/八層,,26,44,1,1,0,25.068219316406832,121.64107298925042,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"340,228",N,bt_06.png,住家用,1,37,,32.33,tFyEWe89ZOXqJWfV0+svbBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,000,000",1,Biz,2,3房2廳2衛
商,,汐止區建成路０５７巷００６６號十四樓#汐止區建成路５７巷６６號十四樓,住宅大樓(11層含以上有電梯),Me時代/高巢家庭,68.21%,F,7T9+QWw4mCOyKvrWgnAkDRvQss5zmvokDklTVTp7Ke8=,,114/02/22,有,,十四層/十七層,,26,45,2,1,0,25.072391432392205,121.6613752298433,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"465,967",N,bt_05.png,住家用,1,111,,23.18,7T9+QWw4mCOyKvrWgnAkDRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,800,000",1,Biz,2,4房2廳2衛
住,,汐止區康寧街０６１巷０２２弄０００７號３樓#汐止區康寧街６１巷２２弄７號３樓,公寓(5樓含以下無電梯),,85.32%,F,,,114/02/25,無,,三層/五層,,35,46,1,1,0,25.067360763599773,121.62002555808405,無,,總價/總面積,,"360,555",N,bt_01.png,住家用,1,81,,38.83,3SFuhFohrM3Vw0yUdY6YjhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,000,000",1,Biz,2,3房2廳2衛
住,,汐止區福德二路１５６巷００１２號３樓#汐止區福德二路１５６巷１２號３樓,住宅大樓(11層含以上有電梯),世電你和我,67.21%,F,bH3DaMYoI3XIMvAcqwGfORvQss5zmvokDklTVTp7Ke8=,,114/02/19,有,,三層/十六層,,29,47,1,1,0,25.065864687583556,121.63013796033579,有,,總價/總面積,,"542,456",N,bt_05.png,住家用,1,71,,18.80,bH3DaMYoI3XIMvAcqwGfORvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,200,000",1,Biz,2,2房1廳1衛
,丙種建築用地,汐止區秀山路０１７２號３樓#汐止區秀山路１７２號３樓,公寓(5樓含以下無電梯),歐洲聯邦,92.65%,F,b5VKnVZcK+E7ikNo7ezemhvQss5zmvokDklTVTp7Ke8=,,114/02/13,無,,"三層,四層,夾層,見使用執照/四層",,27,48,2,1,0,25.05539803151482,121.66806305155019,有,,總價/總面積,,"243,550",N,bt_01.png,住家用,1,106,,44.55,b5VKnVZcK+E7ikNo7ezemhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,850,000",1,Biz,2,4房2廳3衛
住,,汐止區新台五路二段００９１號２３樓之３#汐止區新台五路二段９１號２３樓之３,住宅大樓(11層含以上有電梯),,70.62%,F,,,114/02/23,有,,二十三層/二十五層,,29,49,1,1,0,25.067417778729194,121.66525379391146,有,,總價/總面積,其他增建;,"531,765",N,bt_05.png,住家用,1,41,,27.61,T9zv2WmaZgnK4NPyN1/dRBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,680,000",1,Biz,2,2房2廳1衛
商,,汐止區建成路０５９巷００３１號十三樓#汐止區建成路５９巷３１號十三樓,住宅大樓(11層含以上有電梯),Me時代/高巢家庭,68.77%,F,VHZCuIIVEkhxprJEk0BQERvQss5zmvokDklTVTp7Ke8=,,114/02/28,有,,十三層/十六層,,26,50,2,1,0,25.072391432392205,121.6613752298433,有,,總價/總面積,本案標的之增建或占用範圍，含夾層部分。,"556,162",N,bt_05.png,住家用,1,111,,23.73,VHZCuIIVEkhxprJEk0BQERvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"13,200,000",1,Biz,2,1房1廳1衛
住,,汐止區福德一路０１１８號八樓之９#汐止區福德一路１１８號八樓之９,住宅大樓(11層含以上有電梯),捷運喜來登一期,54.94%,F,wCztjss/zk7OwhTWPfFrHhvQss5zmvokDklTVTp7Ke8=,,114/02/20,有,,八層/十二層,,18,51,1,1,0,25.067865383179452,121.6373046138541,有,,總價/總面積,陽台外推;,"682,932",N,bt_05.png,住家用,1,44,,12.12,wCztjss/zk7OwhTWPfFrHhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,280,000",1,Biz,2,1房1衛
住,,汐止區中興路０１７３號三樓#汐止區中興路１７３號三樓,住宅大樓(11層含以上有電梯),隱馥玉,43.60%,F,evOrfiGHuhFbMsHfMONJOxvQss5zmvokDklTVTp7Ke8=,230,114/02/18,有,55.13%,三層/十五層,,9,52,1,1,1,25.066323465368363,121.63052686819564,有,,(總價-車位總價)/(總面積-車位總面積),陽台外推;,"547,752",N,bt_05.png,住家用,1,58,,39.38,evOrfiGHuhFbMsHfMONJOxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"19,360,000",1,Biz,2,3房2廳1衛
住,,汐止區招商街０１１巷０００２號#汐止區招商街１１巷２號,華廈(10層含以下有電梯),,64.21%,F,,,114/02/23,有,,一層/六層,,31,53,1,1,1,25.068810353348486,121.66675802351571,有,,總價/總面積,,"390,843",N,bt_06.png,住家用,1,35,,40.94,drt/FaDUj2TgtO/azD7WlBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"16,000,000",1,Biz,2,4房2廳2衛
住,,汐止區樟樹二路３３０巷０００８號八樓#汐止區樟樹二路３３０巷８號八樓,住宅大樓(11層含以上有電梯),,44.81%,F,,250,114/02/11,有,60.61%,八層/十五層,,,54,1,1,1,25.06995866306874,121.64177588981087,有,,(總價-車位總價)/(總面積-車位總面積),,"606,235",N,bt_05.png,住家用,1,45,,36.55,Wc912bovWu7U/Di7WmHQLRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,880,000",1,Biz,2,2房2廳2衛
住,,汐止區大同路二段０２５３號三樓#汐止區大同路二段２５３號三樓,住宅大樓(11層含以上有電梯),甲山林天廈,67.41%,F,39lqWIZPOdHetylcw+1/7xvQss5zmvokDklTVTp7Ke8=,,114/02/21,有,,三層/二十九層,,13,55,1,1,0,25.06553861765076,121.65335949636251,有,,總價/總面積,其他增建;,"669,187",N,bt_05.png,住家用,1,82,,20.92,39lqWIZPOdHetylcw+1/7xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,000,000",1,Biz,2,1房1廳1衛
住,,汐止區水源路二段００５４號９樓#汐止區水源路二段５４號９樓,住宅大樓(11層含以上有電梯),山青水秀,76.20%,F,MJ0qPQINm/IT3+wyo0E6gxvQss5zmvokDklTVTp7Ke8=,440,114/02/12,有,,九層/十九層,,30,56,1,1,2,25.05644809328882,121.65527366627535,有,,(總價-車位總價)/(總面積-車位總面積),,"605,488",N,bt_05.png,住家用,1,88,,74.67,MJ0qPQINm/IT3+wyo0E6gxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"24,500,000",1,Biz,2,3房2廳2衛
住,,汐止區水源路一段０２７５號７樓#汐止區水源路一段２７５號７樓,華廈(10層含以下有電梯),山水清境,61.87%,F,xEIdLusXsBFvLOOwJyEwVRvQss5zmvokDklTVTp7Ke8=,,114/02/11,有,,七層/七層,,29,57,1,1,1,25.05895292216607,121.65434542347485,有,,總價/總面積,,"338,641",N,bt_06.png,住家用,1,25,,45.77,xEIdLusXsBFvLOOwJyEwVRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"15,500,000",1,Biz,2,3房2廳2衛
住,,汐止區福德一路０００７號十二樓#汐止區福德一路７號十二樓,住宅大樓(11層含以上有電梯),生活大國,66.66%,F,tyix/qi58J7q4t4ECR7oaxvQss5zmvokDklTVTp7Ke8=,,114/02/11,有,,十二層/十六層,,28,58,2,1,0,25.069023496218016,121.63881723425115,有,,總價/總面積,陽台外推;,"574,056",N,bt_05.png,住家用,1,96,,20.64,tyix/qi58J7q4t4ECR7oaxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,850,000",1,Biz,2,2房1廳1衛
住,,汐止區民族五街００５０號七樓之３#汐止區民族五街５０號七樓之３,住宅大樓(11層含以上有電梯),班芙戀人,56.13%,F,JII0QrINGEJR62svLex6IBvQss5zmvokDklTVTp7Ke8=,,114/02/17,有,60.77%,七層/十二層,,19,59,1,1,1,25.071494278297163,121.62891782293958,有,,總價/總面積,陽台外推;,"497,236",N,bt_05.png,住家用,1,70,,36.20,JII0QrINGEJR62svLex6IBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,000,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區八連路一段０８６巷０００８號#汐止區八連路一段８６巷８號,透天厝,,,F,,,114/02/12,無,,全/二層,,43,60,2,1,0,25.080553909928195,121.64467613522984,無,,總價/總面積,陽台外推;頂樓加蓋;其他增建;,,N,bt_02.png,住家用,1,13,,37.55,wFBD4aGGBaSJ9F06PRjN3xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"5,900,000",1,Biz,2,3廳
,丙種建築用地,汐止區東勢街２０１巷１２９弄０１１１號#汐止區東勢街２０１巷１２９弄１１１號,華廈(10層含以下有電梯),中研A+,45.12%,F,Iy4YT++tGX6Vrl04td/J1RvQss5zmvokDklTVTp7Ke8=,,114/02/14,有,59.34%,一層/五層,,7,61,2,1,1,25.042702492940315,121.6335474712327,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"311,501",N,bt_06.png,住家用,1,111,,38.11,Iy4YT++tGX6Vrl04td/J1RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"11,870,000",1,Biz,2,1房1廳1衛
,丙種建築用地,汐止區東勢街２０１巷１２９弄０１１１號二樓#汐止區東勢街２０１巷１２９弄１１１號二樓,華廈(10層含以下有電梯),中研A+,42.04%,F,chcLGAQhjUlOFaPAvpmR4xvQss5zmvokDklTVTp7Ke8=,,114/02/14,有,54.86%,二層/五層,,7,62,2,1,1,25.042702492940315,121.6335474712327,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"284,734",N,bt_06.png,住家用,1,111,,39.09,chcLGAQhjUlOFaPAvpmR4xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"11,130,000",1,Biz,2,2房1衛
住,,汐止區仁愛路０１３２之１號４樓#汐止區仁愛路１３２之１號４樓,華廈(10層含以下有電梯),,51.88%,F,,,114/02/13,有,,四層/七層,,23,63,1,1,0,25.063941428171923,121.66337164164528,有,,總價/總面積,其他增建;,"373,825",N,bt_06.png,住家用,1,28,,50.83,FdGIfdkZXBLG6sp189gQWxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"19,000,000",1,Biz,2,3房2廳2衛
住,,汐止區水源路二段００４６號１６樓#汐止區水源路二段４６號１６樓,住宅大樓(11層含以上有電梯),山青水秀,72.46%,F,Euz3S87u0Ab2eobnr/EcBhvQss5zmvokDklTVTp7Ke8=,,114/02/22,有,,十六層/十九層,,30,64,1,1,1,25.05644809328882,121.65527366627535,有,,總價/總面積,陽台外推;,"312,185",Y,bt_05.png,住家用,1,88,,34.85,Euz3S87u0Ab2eobnr/EcBhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,880,000",1,Biz,2,2房2廳1衛
,乙種建築用地,汐止區宜興街０３３巷００１２號４樓#汐止區宜興街３３巷１２號４樓,公寓(5樓含以下無電梯),,95.67%,F,,,114/02/14,無,,四層/四層,,38,65,1,1,0,25.04254434009847,121.62183314876988,無,,總價/總面積,,"365,458",N,bt_01.png,住家用,1,33,,43.78,1JIij4IYIJkd2odI9oQAFRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"16,000,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區秀山路０１１０號５樓#汐止區秀山路１１０號５樓,住宅大樓(11層含以上有電梯),,60.56%,F,,,114/02/18,有,70.69%,五層/十六層,,28,66,1,1,1,25.055125396025865,121.66645601287946,有,,總價/總面積,夾層;,"181,679",N,bt_05.png,住家用,1,50,,32.92,C4i8oPv/H8tZ5LrfZMy1VhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"5,980,000",1,Biz,2,3房1廳2衛
住,,汐止區福德一路０８６巷００１３號七樓#汐止區福德一路８６巷１３號七樓,華廈(10層含以下有電梯),生活大國,64.53%,F,QIN67Mv0DjgmpTpmv+dJHRvQss5zmvokDklTVTp7Ke8=,,114/02/28,有,,七層/七層,,31,67,1,1,0,25.068685502874803,121.63763595351145,有,,總價/總面積,陽台外推;其他增建;,"566,205",N,bt_06.png,住家用,1,19,,22.75,QIN67Mv0DjgmpTpmv+dJHRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,880,000",1,Biz,2,2房2廳1衛
住,,汐止區長興街二段００６２號四樓之１#汐止區長興街二段６２號四樓之１,住宅大樓(11層含以上有電梯),合謙富境,48.86%,F,jK5OreaFO+UFgJwexiyLRhvQss5zmvokDklTVTp7Ke8=,160,114/02/25,有,59.18%,四層/十一層,,8,68,1,1,1,25.081855754742197,121.67472934706082,有,,(總價-車位總價)/(總面積-車位總面積),其他增建;,"374,684",N,bt_05.png,住家用,1,34,,53.65,jK5OreaFO+UFgJwexiyLRhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,200,000",1,Biz,2,4房2廳2衛
住,,汐止區大同路三段０６２１號２５樓之２#汐止區大同路三段６２１號２５樓之２,住宅大樓(11層含以上有電梯),摩天鎮,68.27%,F,ac15VoxKZD5YgeNukYkb3BvQss5zmvokDklTVTp7Ke8=,,114/02/08,有,,二十五層/三十二層,,26,69,1,1,0,25.075148285704238,121.68257299434447,有,,總價/總面積,其他增建;,"289,732",N,bt_05.png,住家用,1,115,,28.13,ac15VoxKZD5YgeNukYkb3BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,150,000",1,Biz,2,2房2廳2衛
住,,汐止區新台五路二段００９１號５樓之２#汐止區新台五路二段９１號５樓之２,住宅大樓(11層含以上有電梯),,64.57%,F,,,114/02/07,有,,五層/二十五層,,29,70,1,1,0,25.067417778729194,121.66525379391146,有,,總價/總面積,其他增建;,"573,134",N,bt_05.png,住家用,1,41,,14.36,sjKZOODhEdPTD/be6dRxMBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,230,000",1,Biz,2,1房1廳1衛
住,,汐止區仁愛路２０１巷０００９號三樓#汐止區仁愛路２０１巷９號三樓,華廈(10層含以下有電梯),,63.69%,F,,,114/02/15,有,,三層/九層,,17,71,1,1,0,25.06570677297979,121.66429302733208,有,,總價/總面積,陽台外推;,"505,187",N,bt_06.png,住家用,1,60,,37.61,7wIlXUWjaBKuElYFELYnthvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"19,000,000",1,Biz,2,3房2廳2衛
住,,汐止區南昌街００２３號３樓#汐止區南昌街２３號３樓,公寓(5樓含以下無電梯),,89.17%,F,,,114/02/20,無,,三層/五層,,41,72,4,1,0,25.06923160742394,121.6634100459671,無,,總價/總面積,後陽台外推其他增建;,"345,002",N,bt_01.png,住家用,1,26,,33.62,i8qzKA+RuPsSBtNvZosYxhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,600,000",1,Biz,2,3房2廳2衛
住,,汐止區新台五路二段０２００號１６樓#汐止區新台五路二段２００號１６樓,住宅大樓(11層含以上有電梯),江山萬里,59.08%,F,ttMQm2m+7BniECiwmsyPERvQss5zmvokDklTVTp7Ke8=,,114/02/15,有,,十六層/三十六層,,28,73,2,1,0,25.06666423550566,121.6682034396046,有,,總價/總面積,"土地總價款:1,460,000元.建物總價款:1,470,000元.","379,246",N,bt_05.png,住家用,1,63,,7.73,ttMQm2m+7BniECiwmsyPERvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"2,930,000",1,Biz,2,1房1衛
住,,汐止區樟樹一路２５２巷０００５號七樓#汐止區樟樹一路２５２巷５號七樓,華廈(10層含以下有電梯),誠美愛家,38.89%,F,RPX+/H2vvLKCs3EMGmVBNhvQss5zmvokDklTVTp7Ke8=,,114/02/04,有,53.88%,七層/十層,,4,74,1,1,1,25.06713661194924,121.64301007978125,有,,總價/總面積,,"477,792",N,bt_06.png,住家用,1,33,,37.15,RPX+/H2vvLKCs3EMGmVBNhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,750,000",1,Biz,2,2房1廳1衛
住,,汐止區工建路００８２號十二樓之１#汐止區工建路８２號十二樓之１,住宅大樓(11層含以上有電梯),映相巴黎,54.98%,F,UMvJM7JnqJXSYI1EhjALkhvQss5zmvokDklTVTp7Ke8=,,114/02/24,有,,十二層/十四層,,15,75,1,1,0,25.063592571313357,121.64000819324332,有,,總價/總面積,陽台外推;,"626,618",N,bt_05.png,住家用,1,84,,26.17,UMvJM7JnqJXSYI1EhjALkhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"16,400,000",1,Biz,2,2房2廳1衛
,丙種建築用地,汐止區汐萬路三段１９９巷００７１號#汐止區汐萬路三段１９９巷７１號,透天厝,,,F,,,114/02/23,無,,全/二層,,37,76,1,1,0,25.099034603440792,121.63827901582192,有,,總價/總面積,其他增建;,,N,bt_02.png,住家用,1,17,,37.84,KUGOszrComj9qYukIPy4chvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"13,800,000",1,Biz,2,5房2廳4衛
商,,汐止區大同路二段１８４巷００１０號２０樓之１#汐止區大同路二段１８４巷１０號２０樓之１,住宅大樓(11層含以上有電梯),登峰天廈社區,64.79%,F,zbJtMT1hBwsj1cBNnvv+5hvQss5zmvokDklTVTp7Ke8=,,114/02/22,有,,二十層/二十二層,,26,77,2,1,0,25.063580222046298,121.65321034720269,有,,總價/總面積,,"600,740",N,bt_05.png,住家用,1,96,,29.13,zbJtMT1hBwsj1cBNnvv+5hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"17,500,000",1,Biz,2,2房2廳1衛
其他,,汐止區大同路二段０２３８號１９樓#汐止區大同路二段２３８號１９樓,住宅大樓(11層含以上有電梯),世貿名人,69.76%,F,5+YyNUfFtYuq6MKLIul4XBvQss5zmvokDklTVTp7Ke8=,,114/02/15,有,,十九層/二十四層,,29,78,2,1,0,25.065442717056992,121.65463759901061,有,,總價/總面積,,"596,893",N,bt_05.png,住家用,1,77,,8.96,5+YyNUfFtYuq6MKLIul4XBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"5,350,000",1,Biz,2,1房1廳1衛
,丙種建築用地,汐止區瑞松街１５２巷０３１弄００１４號#汐止區瑞松街１５２巷３１弄１４號,透天厝,,,F,,,114/02/11,無,,全/二層,,43,79,1,1,0,25.110467830968535,121.64778770474025,有,,總價/總面積,,,N,bt_02.png,住家用,1,9,,33.24,gUCSUayXF1+xwuSZyt92HhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"5,850,000",1,Biz,2,4房2廳3衛
,乙種建築用地,汐止區民權街二段０８１巷００２５號二樓#汐止區民權街二段８１巷２５號二樓,華廈(10層含以下有電梯),,36.05%,F,,300,114/02/19,有,56.20%,二層/六層,-1,,80,2,1,2,25.047786128367463,121.62050187063122,有,,(總價-車位總價)/(總面積-車位總面積),土地總價款:702萬元正.建物總價款:858萬元正.車位總價款:300萬元正.建築物含有露台.親友、員工、共有人或其他特殊關係間之交易;,"571,289",N,bt_06.png,住家用,1,20,,42.56,ScN6X2rixpTzQCzC9d2ubBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,600,000",1,Biz,2,2房1廳1衛
住,,汐止區新興路００８１號八樓#汐止區新興路８１號八樓,住宅大樓(11層含以上有電梯),,60.38%,F,,,114/02/09,有,,八層/二十一層,,1,81,1,1,0,25.062177528526654,121.65805952055965,有,,總價/總面積,,"745,078",N,bt_05.png,住家用,1,74,,26.67,6JiELFR3U2DNAeVBnGoC3hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"19,870,000",1,Biz,2,2房1廳1衛
,丙種建築用地,汐止區八連路一段０８６巷０００１號４樓#汐止區八連路一段８６巷１號４樓,公寓(5樓含以下無電梯),,85.60%,F,,,114/02/16,無,,四層/四層,,43,82,5,1,0,25.080329291600584,121.64442713568678,無,,總價/總面積,頂樓、露台增建陽台外推;其他增建;,"207,408",N,bt_01.png,住家用,1,30,,31.34,ifZKEdMOfq8cgabhNZDx5RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"6,500,000",1,Biz,2,4房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００４之４號２２樓#汐止區湖前街１１０巷９７弄４之４號２２樓,住宅大樓(11層含以上有電梯),水蓮山莊,70.60%,F,1wlGZ5Cti08QolCdx7LpxhvQss5zmvokDklTVTp7Ke8=,,114/02/26,有,94.84%,二十二層/二十五層,,25,83,4,1,1,25.076869558224182,121.63230567274802,有,,總價/總面積,,"334,992",N,bt_05.png,住家用,1,294,,43.73,1wlGZ5Cti08QolCdx7LpxhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,650,000",1,Biz,2,3房2廳2衛
住,,汐止區民族二街０８４巷００４２號二樓#汐止區民族二街８４巷４２號二樓,華廈(10層含以下有電梯),e美樂地,46.59%,F,ZajcC2pUi7bk5QKV2MQAnBvQss5zmvokDklTVTp7Ke8=,,114/02/07,有,72.04%,二層/八層,,20,84,1,1,1,25.070491067001623,121.63342272804897,有,,總價/總面積,,"434,301",N,bt_06.png,住家用,1,53,,33.39,ZajcC2pUi7bk5QKV2MQAnBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,500,000",1,Biz,2,2房2廳1衛
住,,汐止區忠孝東路０４１９號十六樓之２#汐止區忠孝東路４１９號十六樓之２,住宅大樓(11層含以上有電梯),忠孝大院,57.96%,F,5irDUc+LLl9vI8HSzxolpRvQss5zmvokDklTVTp7Ke8=,,114/02/13,有,,十六層/二十二層,,6,85,1,1,0,25.07148850812507,121.66544429057015,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"369,845",N,bt_05.png,住家用,1,68,,45.15,5irDUc+LLl9vI8HSzxolpRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"16,700,000",1,Biz,2,3房2廳2衛
住,,汐止區大同路二段０２６１號二十五樓#汐止區大同路二段２６１號二十五樓,住宅大樓(11層含以上有電梯),甲山林天廈,66.00%,F,2+ZOKqAx3q1W3nIpJHJE0RvQss5zmvokDklTVTp7Ke8=,,114/02/14,有,,二十五層/二十九層,,13,86,1,1,0,25.06663210908407,121.65310758953557,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"527,144",N,bt_05.png,住家用,1,82,,17.07,2+ZOKqAx3q1W3nIpJHJE0RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,000,000",1,Biz,2,1房1衛
,丙種建築用地,汐止區汐萬路一段４１８巷０４２弄０００３號#汐止區汐萬路一段４１８巷４２弄３號,透天厝,,,F,,,114/02/08,無,,全/二層,,,87,1,1,0,25.07864784080807,121.65114911547923,無,,總價/總面積,頂樓加蓋;其他增建;,,N,bt_02.png,住家用,1,16,,62.51,I2xLJ81nxeymsVyi+HvsPxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"21,800,000",1,Biz,2,7房2廳7衛
住,,汐止區樟樹二路３３０巷０００８號六樓之１#汐止區樟樹二路３３０巷８號六樓之１,住宅大樓(11層含以上有電梯),,58.22%,F,,,114/02/12,有,,六層/十五層,,,88,1,1,0,25.06995866306874,121.64177588981087,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"196,579",N,bt_05.png,住家用,1,45,,15.26,0LDStUPFwSBRem1R1x2zBBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"3,000,000",1,Biz,2,1房1廳1衛
,乙種建築用地,汐止區國興街０３０巷０００６號７樓之１#汐止區國興街３０巷６號７樓之１,住宅大樓(11層含以上有電梯),新雪梨,83.24%,F,ITORsAhwC25qoT5cW1UCcxvQss5zmvokDklTVTp7Ke8=,150,114/02/27,有,,七層/十六層,,27,89,3,1,1,25.04522672231894,121.62372960132932,有,,(總價-車位總價)/(總面積-車位總面積),其他增建;,"460,175",N,bt_05.png,住家用,1,123,,48.32,ITORsAhwC25qoT5cW1UCcxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,880,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區水源路二段１２５巷０１８弄００１０號#汐止區水源路二段１２５巷１８弄１０號,華廈(10層含以下有電梯),美麗山林,81.02%,F,LLRfJQnpibGe4JAizBzGfRvQss5zmvokDklTVTp7Ke8=,,114/02/18,有,,"一層,二層,三層,四層,屋頂突出物/六層",,2,90,3,1,0,25.053295425486034,121.6597861085713,有,,總價/總面積,另有水源段172-7、195地號一併移轉,"467,524",N,bt_06.png,住家用,1,258,,98.13,LLRfJQnpibGe4JAizBzGfRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"45,880,000",1,Biz,2,
住,,汐止區福德一路００３５號十五樓#汐止區福德一路３５號十五樓,住宅大樓(11層含以上有電梯),生活大國,65.65%,F,LoTKUjsZw9dy97nrqf7S0hvQss5zmvokDklTVTp7Ke8=,,114/02/05,有,,十五層/十六層,,28,91,2,1,0,25.069023496218016,121.63881723425115,有,,總價/總面積,陽台外推;其他增建;,"521,253",N,bt_05.png,住家用,1,96,,17.00,LoTKUjsZw9dy97nrqf7S0hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,860,000",1,Biz,2,1房1廳1衛
商,,汐止區茄苳路０２８６號七樓之３#汐止區茄苳路２８６號七樓之３,華廈(10層含以下有電梯),欣富築,48.62%,F,sKuynf37XMEUjKhrMTOrwBvQss5zmvokDklTVTp7Ke8=,,114/02/21,有,53.60%,七層/十層,,6,92,1,1,1,25.067710844877183,121.67234237045494,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"353,805",N,bt_06.png,住家用,1,21,,29.62,sKuynf37XMEUjKhrMTOrwBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,480,000",1,Biz,2,2房1廳2衛
住,,汐止區新興路００７９之３號十樓#汐止區新興路７９之３號十樓,住宅大樓(11層含以上有電梯),,58.64%,F,,,114/02/06,有,,十層/二十一層,,1,93,1,1,0,25.062177528526654,121.65805952055965,有,,總價/總面積,,"740,853",N,bt_05.png,住家用,1,74,,21.03,ol5v4kcMRFlWQ/I5y6JRXhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"15,580,000",1,Biz,2,1房1廳1衛
